3648fee7-00e5-42fe-a92f-7f643045aed9.html,http://abcnews.go.com/
827da2d8-8a43-4343-91ef-0a5effdd6e13.html,http://abcnews.go.com/US/teen-girl-rescued-good-samaritans-snowmobile-accident-frozen/story?id=45554373
a989100c-7dea-430b-ab26-ff5021725c7b.html,http://abcnews.go.com/Entertainment/american-horror-story-season-2016-election/story?id=45542069
a65617b6-8268-4ca9-883c-20f3073b8cb8.html,http://abcnews.go.com/International/wireStory/car-bomb-baghdad-claimed-islamic-state-kills-59-45556988
2900c897-8e1f-4fa4-9ae8-46c9721b2906.html,http://abcnews.go.com/Lifestyle/google-ceo-responds-year-girls-letter/story?id=45561842
d1444c21-1605-49aa-a583-36fd732e44b2.html,http://abcnews.go.com/weird
fad8fc4f-829b-4723-afa8-7aadb9bce336.html,http://abcnews.go.com/travel
19d7c633-dafa-4676-9fcb-5ce842c69574.html,http://abcnews.go.com/WN
d191f304-ba6d-4e21-80a1-56956ee7b50f.html,http://abcnews.go.com/Health/wireStory/jersey-shore-redux-beach-town-wary-reality-show-45560769
d20b3898-78f2-4bbe-a7f4-b9ebe84306a8.html,http://abcnews.go.com/Health/wireStory/lawsuit-tiffany-pushed-employee-cancer-mutation-45542439
61a06f02-de76-441a-8b3b-106ea1ccecac.html,http://abcnews.go.com/wn
a345d045-c4af-4248-8fb7-e968d2f3f88a.html,http://abcnews.go.com/Site/page?cat=ABCNews.com%20comments&id=3271346
57be1967-38b3-46e6-ba2c-ea12c57360e5.html,http://abcnews.go.com/Site/page?id=3068843
4c11c0d7-f6d3-449c-b6fd-21133dac69f8.html,http://abcnews.go.com/Entertainment/matt-damon-defends-great-wall-claims-whitewashing/story?id=45532817
ffb86972-2293-405a-a874-4253f1dea122.html,http://abcnews.go.com/Politics/analysis-trump-revels-battle-press/story?id=45550365
a57502ab-6e20-46fb-a66e-ec17cf6f25b5.html,http://abcnews.go.com/Entertainment/video/rogue-visual-effects-breakdown-blow-mind-45545475
b65e2b1d-9e6e-451b-9734-69303f93c7da.html,http://abcnews.go.com/Politics/senate-judiciary-committee-requests-fbi-doj-briefing-michael/story?id=45522869
7f6012b5-84e3-4049-aabf-22c95651212f.html,http://abcnews.go.com/US/wireStory/semi-driver-10-year-sentence-crash-killed-45559701
8aa0cca9-ee8f-4a9f-a324-c2653215dd28.html,http://abcnews.go.com/WNT/video/teenage-girls-killed-hiking-indiana-45550579
96a3b789-aa5d-4522-acf1-a26202e8e4ff.html,http://abcnews.go.com/Politics/alexander-acosta-trumps-labor-secretary-nominee/story?id=45541559
a11b98e9-b4f2-4431-a09e-0e6313e8a578.html,http://abcnews.go.com/US/private-detective-claims-psychic-powers-solve-crimes/story?id=44355584
941a8a5a-4847-456f-b52f-a432b3f6f8ee.html,http://abcnews.go.com/Health/transplant-patient-holds-heart-life-saving-operation/story?id=45508469
6afeeffd-14b6-416c-b94c-359e60f99f57.html,http://abcnews.go.com/US/100000-cash-found-stashed-tv-canadian-recycling-plant/story?id=45526915
1f7234d3-e614-42b8-9b94-d7ddde2428bf.html,http://abcnews.go.com/Entertainment/wireStory/roman-polanski-seeks-prosecutors-testimony-unsealed-45542909
9f6171f3-b135-415d-8d7f-deb1be0fae59.html,http://abcnews.go.com/US/wireStory/adolf-hitlers-personal-traveling-phone-sale-45561748
e7db791b-2952-4451-85fa-386594633ea6.html,http://abcnews.go.com/Entertainment/dancing-stars-maksim-chmerkovskiy-peta-murgatroyd-debut-baby/story?id=45540202
ec73b45c-3c59-44dd-bd05-12787a9d467b.html,http://abcnews.go.com/Lifestyle/dad-daughter-authentic-princess-treatment-beauty-beast-photo/story?id=45508468
976c016e-fee4-4f9e-a088-d438f4d22c66.html,http://abcnews.go.com/live/video/special-live-9
ac3f2d1f-cb99-415a-9c0e-b320ad8b1ed9.html,http://abcnews.go.com/live/video/special-live-8
5b515665-f03c-447c-9b40-6eaf2008cc34.html,http://abcnews.go.com/US/wireStory/ap-exclusive-warning-escape-route-lack-california-dam-45556795
23448ce4-1c6b-4481-abf4-8c5db387345f.html,http://abcnews.go.com/live/video/special-live-7
6d852ff7-b619-427a-91a6-c1a5b78043f8.html,http://abcnews.go.com/2020
1b1b8569-3497-4c0d-af8a-e9805a18956a.html,http://abcnews.go.com/Site/page?id=3520115
9e820c10-7755-4feb-8f13-e8804dd69865.html,http://abcnews.go.com/Politics/wireStory/senate-hearings-supreme-court-pick-begin-march-20-45534914
5454acab-d16e-4ae3-b876-5561d7ac465d.html,http://abcnews.go.com/Health/woman-attempts-conquer-lifelong-fear-heights-live-gma/story?id=45550363
fa27e35a-3c5f-4b1c-b0eb-758d6a20b514.html,http://abcnews.go.com/live/video/special-live-2
